\\Hourly Demand Report,,,
\\Created at 2018-06-27 07:30:08,,,
\\For 2018,,,
Date,Hour,Market Demand,Ontario Demand
2018-06-05,21,17675,15402
2018-06-05,22,16641,14459
2018-06-05,23,15758,13356
2018-06-05,24,14963,12478
2018-06-06,1,14777,12029
2018-06-06,2,14293,11743
2018-06-06,3,14323,11659
2018-06-06,4,14363,11641
2018-06-06,5,14089,11962
2018-06-06,6,15098,12999
2018-06-06,7,16337,14289
2018-06-06,8,17066,14713
2018-06-06,9,16933,14782
2018-06-06,10,17083,14836
2018-06-06,11,16928,14742
2018-06-06,12,16903,14645
2018-06-06,13,16803,14559
2018-06-06,14,16678,14477
2018-06-06,15,16732,14533
2018-06-06,16,16967,14775
2018-06-06,17,17283,14978
2018-06-06,18,17323,15219
2018-06-06,19,17404,15300
2018-06-06,20,17735,15560
2018-06-06,21,17843,15748
2018-06-06,22,16588,14742
2018-06-06,23,15821,13514
2018-06-06,24,15110,12622
2018-06-07,1,14698,11920
2018-06-07,2,14514,11711
2018-06-07,3,14439,11592
2018-06-07,4,14451,11623
2018-06-07,5,14639,11997
2018-06-07,6,15554,13063
2018-06-07,7,16628,14344
2018-06-07,8,17159,14850
2018-06-07,9,17082,14723
2018-06-07,10,16912,14451
2018-06-07,11,17015,14425
2018-06-07,12,17247,14545
2018-06-07,13,17123,14793
2018-06-07,14,17442,14988
2018-06-07,15,17567,15222
2018-06-07,16,17475,15438
2018-06-07,17,17397,15646
2018-06-07,18,17893,15805
2018-06-07,19,18360,16218
2018-06-07,20,18504,16366
2018-06-07,21,18697,16467
2018-06-07,22,17546,15582
2018-06-07,23,16786,14356
2018-06-07,24,15504,13305
2018-06-08,1,15216,12484
2018-06-08,2,14839,12126
2018-06-08,3,14726,12027
2018-06-08,4,14576,12007
2018-06-08,5,14852,12282
2018-06-08,6,15523,13162
2018-06-08,7,16742,14474
2018-06-08,8,17082,14956
2018-06-08,9,17403,15069
2018-06-08,10,17571,15143
2018-06-08,11,17533,15237
2018-06-08,12,17570,15290
2018-06-08,13,17710,15428
2018-06-08,14,17723,15487
2018-06-08,15,17527,15463
2018-06-08,16,17911,15804
2018-06-08,17,18817,16412
2018-06-08,18,18739,16517
2018-06-08,19,18850,16734
2018-06-08,20,18324,16290
2018-06-08,21,18352,16158
2018-06-08,22,17156,15254
2018-06-08,23,16235,14004
2018-06-08,24,15869,13050
2018-06-09,1,15087,12231
2018-06-09,2,14983,11770
2018-06-09,3,14559,11530
2018-06-09,4,14056,11225
2018-06-09,5,14453,11353
2018-06-09,6,14198,11480
2018-06-09,7,14625,12110
2018-06-09,8,15637,12923
2018-06-09,9,16422,13769
2018-06-09,10,16814,13962
2018-06-09,11,17090,14208
2018-06-09,12,17123,14242
2018-06-09,13,16866,14222
2018-06-09,14,16519,14222
2018-06-09,15,16500,14253
2018-06-09,16,16769,14410
2018-06-09,17,17178,14709
2018-06-09,18,17054,14805
2018-06-09,19,17062,14811
2018-06-09,20,17177,14773
2018-06-09,21,17331,14710
2018-06-09,22,16402,13937
2018-06-09,23,15828,13072
2018-06-09,24,14715,12085
2018-06-10,1,14836,11578
2018-06-10,2,14405,11132
2018-06-10,3,14158,11042
2018-06-10,4,13716,10895
2018-06-10,5,13631,10698
2018-06-10,6,13460,10760
2018-06-10,7,13882,11268
2018-06-10,8,14524,11787
2018-06-10,9,15115,12423
2018-06-10,10,15444,12760
2018-06-10,11,15492,12723
2018-06-10,12,15496,12799
2018-06-10,13,15592,12907
2018-06-10,14,15705,13024
2018-06-10,15,16055,13317
2018-06-10,16,16490,13810
2018-06-10,17,16970,14340
2018-06-10,18,17117,14676
2018-06-10,19,16964,14821
2018-06-10,20,17167,14965
2018-06-10,21,17197,14880
2018-06-10,22,16389,14045
2018-06-10,23,15357,12952
2018-06-10,24,14824,12169
2018-06-11,1,14270,11696
2018-06-11,2,14317,11437
2018-06-11,3,14164,11241
2018-06-11,4,14117,11280
2018-06-11,5,14036,11583
2018-06-11,6,14478,12606
2018-06-11,7,15844,14033
2018-06-11,8,16153,14364
2018-06-11,9,16156,14343
2018-06-11,10,16217,14389
2018-06-11,11,16375,14530
2018-06-11,12,16328,14591
2018-06-11,13,16533,14762
2018-06-11,14,16686,14889
2018-06-11,15,16941,15148
2018-06-11,16,17545,15871
2018-06-11,17,18345,16579
2018-06-11,18,18389,16767
2018-06-11,19,18505,17122
2018-06-11,20,18695,17069
2018-06-11,21,18097,16513
2018-06-11,22,17248,15440
2018-06-11,23,15907,13799
2018-06-11,24,15141,12881
2018-06-12,1,14550,12269
2018-06-12,2,14725,12037
2018-06-12,3,14477,11860
2018-06-12,4,14218,11858
2018-06-12,5,13907,11983
2018-06-12,6,14812,13055
2018-06-12,7,16498,14687
2018-06-12,8,16677,15047
2018-06-12,9,16807,15112
2018-06-12,10,16872,15386
2018-06-12,11,16950,15589
2018-06-12,12,17066,15757
2018-06-12,13,17501,16221
2018-06-12,14,17863,16613
2018-06-12,15,18195,16996
2018-06-12,16,18998,17786
2018-06-12,17,19241,18303
2018-06-12,18,19438,18300
2018-06-12,19,19230,18249
2018-06-12,20,19133,18058
2018-06-12,21,19040,17912
2018-06-12,22,17814,16792
2018-06-12,23,16719,15289
2018-06-12,24,16336,14319
2018-06-13,1,15636,13681
2018-06-13,2,15050,13131
2018-06-13,3,14697,12953
2018-06-13,4,14696,12980
2018-06-13,5,15153,13335
2018-06-13,6,16452,14550
2018-06-13,7,17548,16043
2018-06-13,8,17818,16686
2018-06-13,9,17967,16870
2018-06-13,10,18216,17297
2018-06-13,11,17998,17307
2018-06-13,12,18685,17735
2018-06-13,13,19807,18125
2018-06-13,14,20550,18554
2018-06-13,15,20855,18738
2018-06-13,16,19994,18235
2018-06-13,17,19996,18258
2018-06-13,18,19619,18040
2018-06-13,19,19470,17696
2018-06-13,20,19411,17390
2018-06-13,21,18979,17042
2018-06-13,22,17812,15801
2018-06-13,23,16851,14373
2018-06-13,24,15809,13296
2018-06-14,1,15005,12482
2018-06-14,2,14449,11999
2018-06-14,3,14550,11951
2018-06-14,4,14493,11944
2018-06-14,5,14821,12299
2018-06-14,6,15492,13248
2018-06-14,7,16692,14699
2018-06-14,8,17482,15340
2018-06-14,9,17625,15547
2018-06-14,10,17866,15784
2018-06-14,11,17652,15691
2018-06-14,12,17605,15512
2018-06-14,13,18007,15539
2018-06-14,14,18166,15700
2018-06-14,15,18231,15980
2018-06-14,16,18954,16636
2018-06-14,17,19447,17187
2018-06-14,18,19417,17362
2018-06-14,19,19215,17464
2018-06-14,20,18922,17372
2018-06-14,21,18516,16926
2018-06-14,22,17579,15952
2018-06-14,23,16605,14507
2018-06-14,24,15501,13403
2018-06-15,1,14863,12707
2018-06-15,2,14560,12248
2018-06-15,3,14281,12020
2018-06-15,4,14529,12025
2018-06-15,5,14771,12309
2018-06-15,6,15512,13345
2018-06-15,7,16535,14737
2018-06-15,8,16752,15183
2018-06-15,9,17036,15417
2018-06-15,10,17607,15606
2018-06-15,11,17724,15632
2018-06-15,12,17822,15741
2018-06-15,13,18134,16033
2018-06-15,14,18158,16307
2018-06-15,15,18484,16458
2018-06-15,16,18841,16884
2018-06-15,17,19017,17427
2018-06-15,18,19012,17585
2018-06-15,19,19063,17599
2018-06-15,20,18492,17119
2018-06-15,21,17974,16641
2018-06-15,22,17099,15634
2018-06-15,23,16382,14449
2018-06-15,24,15218,13418
2018-06-16,1,14728,12579
2018-06-16,2,14681,12169
2018-06-16,3,14189,11721
2018-06-16,4,13991,11479
2018-06-16,5,13993,11521
2018-06-16,6,13956,11818
2018-06-16,7,14854,12562
2018-06-16,8,15531,13300
2018-06-16,9,16430,14198
2018-06-16,10,16794,14821
2018-06-16,11,16983,15306
2018-06-16,12,17436,15612
2018-06-16,13,17869,15789
2018-06-16,14,17500,15962
2018-06-16,15,17764,16239
2018-06-16,16,18443,16874
2018-06-16,17,19166,17476
2018-06-16,18,19290,17787
2018-06-16,19,19036,17651
2018-06-16,20,18753,17263
2018-06-16,21,18651,17137
2018-06-16,22,18087,16529
2018-06-16,23,17117,15364
2018-06-16,24,16346,14162
2018-06-17,1,15259,13200
2018-06-17,2,14805,12641
2018-06-17,3,14658,12215
2018-06-17,4,14184,11929
2018-06-17,5,14028,11603
2018-06-17,6,13675,11737
2018-06-17,7,14509,12500
2018-06-17,8,15369,13787
2018-06-17,9,16533,15303
2018-06-17,10,17306,16159
2018-06-17,11,18388,17040
2018-06-17,12,19141,17719
2018-06-17,13,19814,18160
2018-06-17,14,20351,18686
2018-06-17,15,20879,19254
2018-06-17,16,21054,19741
2018-06-17,17,20926,20027
2018-06-17,18,21039,20154
2018-06-17,19,21137,20000
2018-06-17,20,21081,19864
2018-06-17,21,21246,19956
2018-06-17,22,20372,19129
2018-06-17,23,19455,17813
2018-06-17,24,18535,16595
2018-06-18,1,17518,15572
2018-06-18,2,17286,15196
2018-06-18,3,16907,14618
2018-06-18,4,16893,14652
2018-06-18,5,17127,14925
2018-06-18,6,17550,16022
2018-06-18,7,19693,18202
2018-06-18,8,21461,19874
2018-06-18,9,22387,20718
2018-06-18,10,22874,21369
2018-06-18,11,22773,21281
2018-06-18,12,22092,20521
2018-06-18,13,22598,20805
2018-06-18,14,22688,20720
2018-06-18,15,22703,20817
2018-06-18,16,22454,20659
2018-06-18,17,22320,20743
2018-06-18,18,22039,20656
2018-06-18,19,21735,20502
2018-06-18,20,21689,20466
2018-06-18,21,21384,20142
2018-06-18,22,19931,18690
2018-06-18,23,18442,16925
2018-06-18,24,17752,15493
2018-06-19,1,16851,14438
2018-06-19,2,15849,13650
2018-06-19,3,15686,13140
2018-06-19,4,15607,13069
2018-06-19,5,15802,13303
2018-06-19,6,16260,14242
2018-06-19,7,17331,15768
2018-06-19,8,17463,16224
2018-06-19,9,17587,16199
2018-06-19,10,17776,16377
2018-06-19,11,18214,16613
2018-06-19,12,18432,16857
2018-06-19,13,18618,17105
2018-06-19,14,18915,17408
2018-06-19,15,19143,17813
2018-06-19,16,19581,18261
2018-06-19,17,19634,18457
2018-06-19,18,19578,18265
2018-06-19,19,19359,18016
2018-06-19,20,19067,17776
2018-06-19,21,19016,17626
2018-06-19,22,18426,16721
2018-06-19,23,16979,15229
2018-06-19,24,15850,14062
2018-06-20,1,15569,13307
2018-06-20,2,15213,12925
2018-06-20,3,15082,12630
2018-06-20,4,14950,12476
2018-06-20,5,15205,12837
2018-06-20,6,15891,13844
2018-06-20,7,16615,15183
2018-06-20,8,17035,15749
2018-06-20,9,17577,16087
2018-06-20,10,17575,16068
2018-06-20,11,17838,16110
2018-06-20,12,17951,16197
2018-06-20,13,17925,16504
2018-06-20,14,18162,16646
2018-06-20,15,18446,16851
2018-06-20,16,19093,17436
2018-06-20,17,19567,18024
2018-06-20,18,19787,18248
2018-06-20,19,19856,18317
2018-06-20,20,19264,17920
2018-06-20,21,19298,17673
2018-06-20,22,18468,16671
2018-06-20,23,17524,15299
2018-06-20,24,16676,14179
2018-06-21,1,15812,13367
2018-06-21,2,15081,12699
2018-06-21,3,14931,12449
2018-06-21,4,14619,12415
2018-06-21,5,14731,12626
2018-06-21,6,15630,13520
2018-06-21,7,17336,14847
2018-06-21,8,17583,15330
2018-06-21,9,17325,15437
2018-06-21,10,17436,15715
2018-06-21,11,17500,15917
2018-06-21,12,17805,15869
2018-06-21,13,18223,16037
2018-06-21,14,18033,16088
2018-06-21,15,18232,16324
2018-06-21,16,18790,16874
2018-06-21,17,19188,17300
2018-06-21,18,19337,17583
2018-06-21,19,19463,17613
2018-06-21,20,18834,17235
2018-06-21,21,18459,16822
2018-06-21,22,17513,15823
2018-06-21,23,16368,14410
2018-06-21,24,15883,13364
2018-06-22,1,14957,12607
2018-06-22,2,14539,12072
2018-06-22,3,13935,11884
2018-06-22,4,13896,11908
2018-06-22,5,14248,12147
2018-06-22,6,15240,13079
2018-06-22,7,16446,14383
2018-06-22,8,17162,14838
2018-06-22,9,17368,15073
2018-06-22,10,17406,15151
2018-06-22,11,17503,15217
2018-06-22,12,17389,15269
2018-06-22,13,17813,15548
2018-06-22,14,17804,15617
2018-06-22,15,17962,15719
2018-06-22,16,18187,15984
2018-06-22,17,18463,16145
2018-06-22,18,18583,16203
2018-06-22,19,18463,16052
2018-06-22,20,18458,15865
2018-06-22,21,18665,16035
2018-06-22,22,17960,15291
2018-06-22,23,16664,14150
2018-06-22,24,15510,13003
2018-06-23,1,15090,12482
2018-06-23,2,14887,12173
2018-06-23,3,14592,11923
2018-06-23,4,14575,11958
2018-06-23,5,14001,11930
2018-06-23,6,14369,12232
2018-06-23,7,14876,12903
2018-06-23,8,15750,13834
2018-06-23,9,16483,14583
2018-06-23,10,17154,15188
2018-06-23,11,17229,15361
2018-06-23,12,17335,15398
2018-06-23,13,17355,15350
2018-06-23,14,17234,15218
2018-06-23,15,17239,15163
2018-06-23,16,17356,15270
2018-06-23,17,17460,15526
2018-06-23,18,17279,15475
2018-06-23,19,16832,15195
2018-06-23,20,16893,15138
2018-06-23,21,17042,15245
2018-06-23,22,16880,14653
2018-06-23,23,16180,13666
2018-06-23,24,15228,12758
2018-06-24,1,14725,12231
2018-06-24,2,14428,11855
2018-06-24,3,14263,11631
2018-06-24,4,14101,11546
2018-06-24,5,14075,11489
2018-06-24,6,14230,11722
2018-06-24,7,14472,12214
2018-06-24,8,15341,12994
2018-06-24,9,15915,13744
2018-06-24,10,16673,14340
2018-06-24,11,16943,14665
2018-06-24,12,17037,14771
2018-06-24,13,17145,14812
2018-06-24,14,16933,14670
2018-06-24,15,17227,14710
2018-06-24,16,17282,14835
2018-06-24,17,17581,15093
2018-06-24,18,17808,15314
2018-06-24,19,17713,15302
2018-06-24,20,17828,15437
2018-06-24,21,17788,15478
2018-06-24,22,17365,14870
2018-06-24,23,16338,13737
2018-06-24,24,15143,12786
2018-06-25,1,14722,12168
2018-06-25,2,14333,11830
2018-06-25,3,14282,11675
2018-06-25,4,14281,11740
2018-06-25,5,14604,12071
2018-06-25,6,15229,12969
2018-06-25,7,16299,14338
2018-06-25,8,16334,14624
2018-06-25,9,16526,14709
2018-06-25,10,16609,14808
2018-06-25,11,16894,15010
2018-06-25,12,16863,15003
2018-06-25,13,17066,15179
2018-06-25,14,17116,15261
2018-06-25,15,17349,15479
2018-06-25,16,17867,16005
2018-06-25,17,18314,16664
2018-06-25,18,18928,17103
2018-06-25,19,19278,17426
2018-06-25,20,19036,17264
2018-06-25,21,18436,16761
2018-06-25,22,17590,15762
2018-06-25,23,16205,14360
2018-06-25,24,15120,13202
2018-06-26,1,14489,12606
2018-06-26,2,14138,12243
2018-06-26,3,13833,11955
2018-06-26,4,13861,11962
2018-06-26,5,14152,12269
2018-06-26,6,14813,13033
2018-06-26,7,16253,14328
2018-06-26,8,16691,14851
2018-06-26,9,16776,14951
2018-06-26,10,17019,15173
2018-06-26,11,17171,15339
2018-06-26,12,17242,15385
2018-06-26,13,17538,15602
2018-06-26,14,17712,15798
2018-06-26,15,17996,16080
2018-06-26,16,18668,16758
2018-06-26,17,19174,17285
2018-06-26,18,19138,17490
2018-06-26,19,18903,17310
2018-06-26,20,18840,17068
2018-06-26,21,18597,16775
2018-06-26,22,17808,15884
2018-06-26,23,16392,14499
2018-06-26,24,15503,13572
